ax,ay,az
0.92,-0.3,-1.04
0.6,-0.0,-1.92
1.02,-0.26,-2.52
1.03,-0.78,-2.16
0.48,-1.28,-1.48
0.54,-2.79,-1.42
0.96,-3.7,-1.93
1.49,-2.6,-2.37
1.48,-2.19,-2.1
-0.0,-2.7,-2.34
-2.16,-2.18,-3.51
-3.07,-0.97,-4.1
-2.41,-0.67,-2.89
-1.0,-1.34,-0.48
-0.26,-1.72,2.15
0.03,-2.01,4.24
1.18,-2.49,6.64
1.53,-1.77,6.04
1.24,-1.03,3.98
0.85,-0.65,2.01
0.34,-0.18,1.42
-0.12,0.21,1.96
-0.48,0.49,2.49
-0.73,0.49,3.22
-0.65,0.91,4.02
-0.26,1.18,4.11
-0.01,1.77,3.65
-0.57,2.48,2.95
-0.78,3.04,2.41
-0.67,3.49,1.92
0.38,2.83,1.32
0.88,1.69,1.24
0.94,1.59,1.18
-0.06,2.02,1.01
-0.8,1.6,0.09
-1.05,0.89,-0.33
-1.36,0.49,-0.72
-1.41,1.1,-0.54
-1.19,1.33,0.37
-0.71,0.53,0.3
-0.37,-0.0,-0.77
-0.37,1.39,-1.54
-0.62,3.76,-1.32
-0.54,4.32,-0.37
0.28,2.51,-0.51
0.66,-0.49,-1.03
-0.86,-2.59,-0.63
-2.65,-2.42,-1.38
-0.88,-3.78,-2.07
0.38,-12.62,-5.34
1.18,-25.11,-6.48
0.35,0.65,-4.4
-3.32,8.61,16.52
-3.66,6.42,13.4
3.71,-2.44,5.99
9.01,-9.73,2.12
3.83,-4.53,2.16
-3.09,1.52,1.44
-3.85,3.52,-3.68
-0.44,1.88,-3.36
-0.54,0.55,-1.69
-0.57,-1.1,1.74
0.17,-0.6,1.93
0.59,0.78,-0.4
0.66,0.85,-1.7
-0.33,-0.13,-2.19
-0.58,-0.32,-3.13
-0.07,-0.24,-2.55
-0.38,-0.56,-1.0
-0.24,0.02,-0.6
1.66,-0.02,-0.08
1.4,0.56,-0.41
0.9,0.46,-1.01
-0.05,-0.48,-2.55
-0.7,-0.25,-3.48
-1.39,0.78,-2.93
-2.66,3.9,-0.22
-0.65,3.09,0.35
1.38,0.3,1.02
1.22,-0.54,0.65
1.98,-0.61,1.54
2.15,0.25,2.06
2.13,0.77,0.73
1.64,1.43,0.71
1.61,1.47,0.42
1.57,0.46,-1.33
0.95,0.8,-1.75
-0.12,2.32,0.08
-1.5,3.24,-1.43
-1.9,2.72,-0.39
-0.52,2.12,-0.9
0.78,-1.0,-1.04
1.31,-4.08,-1.66
1.1,-4.86,-0.89
1.43,-3.92,-0.71
0.86,-10.03,-0.16
-0.08,-11.04,0.74
-0.76,-3.58,-0.46
-0.69,-1.58,-0.64
-0.31,-1.01,0.72
-0.16,-0.36,1.6
-0.37,-0.43,3.23
-0.01,-0.93,3.07
0.28,0.03,1.4
-0.15,1.56,0.54
-0.08,1.95,0.82
-0.79,2.2,0.78
-1.01,2.62,0.81
-1.15,1.69,1.01
-1.39,0.27,1.37
-1.16,-0.17,1.73
-0.55,-0.03,2.12
0.09,0.62,2.46
0.7,1.4,2.41
0.78,2.18,1.88
0.59,2.83,1.49
0.4,3.15,0.82
