ax,ay,az
0.79,0.27,-0.61
0.56,0.58,-0.56
-0.18,0.66,-0.68
-1.02,0.63,-0.79
-0.96,0.21,-0.83
-0.21,-0.28,-1.06
0.73,-0.3,-1.28
1.64,-0.41,-1.46
1.44,-0.38,-1.77
0.94,-0.39,-2.26
0.9,-0.85,-2.81
0.86,-1.06,-2.99
1.12,-0.67,-2.93
1.27,0.29,-3.07
1.42,-0.24,-2.49
2.16,-3.05,-1.82
1.24,-6.07,-1.37
-1.17,-5.66,-2.11
-1.87,-2.49,-3.33
-2.0,-0.84,-3.58
-2.15,-0.91,-2.83
-1.6,-1.97,-1.85
-1.14,-3.11,0.63
-0.78,-4.18,4.88
0.44,-4.22,7.32
2.23,-3.04,5.92
2.23,-1.07,2.22
1.83,-0.42,0.28
0.65,-0.82,0.03
-0.47,-0.75,1.13
-1.17,-0.1,2.43
-0.96,0.65,3.53
-0.31,1.19,2.38
0.43,0.83,2.15
0.08,0.06,2.81
0.33,-0.29,1.6
0.79,0.15,0.63
1.3,0.56,1.34
1.25,1.03,1.45
1.34,1.21,1.71
1.57,1.03,1.62
1.79,1.16,2.08
1.12,1.19,1.09
0.56,1.7,1.24
0.34,1.94,1.2
-0.02,2.16,1.17
0.47,1.69,1.3
0.97,1.08,1.12
0.52,1.1,0.46
0.09,1.33,0.8
-1.21,1.83,-1.02
-5.79,-1.54,-8.39
-2.58,-7.32,-1.35
-1.29,-1.05,1.29
0.21,3.67,0.86
-3.49,2.6,0.83
2.08,-3.32,-0.25
-1.93,-4.27,-1.76
-1.31,-2.43,-0.04
-1.67,-2.07,-0.0
1.07,-4.18,-0.41
2.14,-3.94,1.41
1.39,-2.25,2.15
1.12,-0.92,2.69
1.29,0.12,2.64
0.97,0.6,2.59
0.05,0.34,1.97
-0.28,0.21,1.34
0.46,0.02,0.67
1.45,0.25,0.56
2.01,1.47,0.25
2.78,2.18,-0.34
2.64,2.3,0.31
1.46,1.66,0.17
-0.18,0.7,-0.8
-0.85,-0.06,-0.63
-1.08,-0.62,-1.25
-1.38,-0.69,-1.64
-1.56,-0.4,-0.9
-1.35,-0.2,-0.45
-0.21,-0.34,-0.18
1.24,-0.72,-0.22
1.57,-0.95,0.5
1.07,-0.37,0.94
0.36,0.78,0.84
-0.46,1.14,0.15
-0.08,0.26,-0.96
0.51,0.12,-0.91
0.82,0.17,-0.95
0.51,-0.05,-0.83
0.7,-0.13,-0.99
0.99,0.52,-1.24
0.66,0.4,-0.9
0.14,-0.25,-0.55
0.44,-0.56,-0.36
0.69,-0.87,-0.72
1.09,-0.87,0.89
0.07,-2.59,1.61
-0.77,-4.53,1.49
-3.34,-4.17,0.12
-4.28,-4.34,-0.59
-2.08,-4.87,-1.82
0.07,-4.51,-2.19
1.51,-3.94,-1.59
1.23,-3.12,-2.2
-1.57,-2.63,-2.93
-2.56,-2.91,-3.48
-0.18,-2.35,-3.23
2.51,-0.93,-4.41
4.15,0.15,-3.43
1.95,2.04,0.51
0.18,2.01,3.92
0.59,1.59,7.77
0.6,1.9,5.82
0.44,1.37,4.61
0.23,1.43,2.87
0.56,0.73,0.92
0.74,0.05,-0.44
0.65,-0.36,0.78
0.53,-0.23,2.1
0.99,-0.25,2.69
1.3,-0.26,2.75
0.33,0.46,1.71
-0.61,1.04,1.23
-0.99,1.24,1.64
-0.68,1.02,2.13
-0.17,0.54,2.35
0.73,0.21,2.42
1.36,0.39,2.48
1.32,0.86,2.53
1.04,1.44,2.15
0.97,1.76,2.26
0.86,2.36,2.06
0.69,2.71,1.95
0.77,2.74,1.72
-2.17,3.24,-6.98
-5.28,-3.3,-9.84
-1.31,-8.5,6.86
3.48,-2.84,1.27
-5.65,2.39,1.26
0.81,1.83,-2.61
2.38,-3.41,-0.52
-1.18,-4.6,1.31
-1.19,-4.41,0.79
-0.39,-3.17,-0.33
1.02,-1.67,1.23
0.37,-0.22,2.18
0.27,0.12,2.18
0.59,0.46,1.92
0.46,0.84,1.41
-0.48,0.56,0.84
-0.81,-0.09,0.69
0.17,-0.01,0.26
1.63,0.92,0.48
2.92,1.42,0.32
2.17,1.59,0.42
1.14,0.37,0.61
0.35,0.27,0.11
1.12,0.51,-0.7
1.31,0.55,-1.15
0.59,0.67,-0.72
-0.02,0.34,-0.78
-0.43,0.05,-0.58
-0.03,-0.22,0.23
0.65,0.31,-0.32
1.44,0.19,-0.53
1.08,-0.1,-0.31
0.26,-0.16,-0.46
-0.49,-0.07,-0.73
-0.19,-0.04,-1.32
0.74,-0.02,-0.97
1.05,0.29,-0.26
0.82,0.36,-0.15
0.26,0.36,-0.43
0.3,0.42,-0.44
0.27,0.53,-0.18
-0.29,0.56,-0.67
-0.31,0.19,-1.41
0.64,-0.19,-1.99
1.42,-0.64,-1.57
1.21,-1.23,-1.46
1.23,-0.81,-0.91
1.42,-0.96,-0.82
1.33,-1.84,0.02
0.37,-2.94,0.81
-3.85,-3.68,0.5
-5.23,-4.03,-1.05
-3.0,-3.48,-1.94
-0.69,-3.76,-0.63
0.87,-3.2,0.43
1.47,-2.21,-0.24
0.34,-2.17,-1.15
0.13,-2.73,-1.07
0.5,-2.47,-2.53
1.52,-1.14,-5.08
1.61,0.26,-5.18
-0.64,0.71,-1.94
-2.56,0.47,3.75
-2.03,0.39,6.16
-0.18,1.45,4.47
0.35,1.52,3.73
0.53,1.64,2.55
1.05,1.55,0.39
1.33,1.16,-0.39
0.78,0.89,0.31
0.84,-0.1,2.02
0.71,-0.44,2.53
0.72,-0.48,2.12
0.02,0.12,1.59
-0.76,0.74,1.21
-1.01,1.37,1.29
-0.25,1.06,1.19
0.42,0.17,1.11
0.85,-0.26,1.67
0.97,0.35,1.42
0.52,1.27,1.32
0.42,1.75,1.28
0.47,1.83,1.82
0.95,1.39,1.34
0.96,0.76,1.26
0.77,0.62,0.96
0.55,1.1,0.92
0.29,1.53,0.97
0.26,1.42,1.05
-1.07,1.63,-2.6
-2.98,-1.09,-6.6
-0.95,-4.69,-0.25
-2.46,-0.27,0.72
0.13,0.15,-1.8
-4.02,0.45,1.95
1.71,-2.82,-1.91
0.19,-3.34,-0.65
-1.6,-2.53,1.8
-1.22,-2.03,0.27
1.31,-2.63,-0.48
0.14,-2.18,1.44
0.17,-1.74,2.26
1.39,-0.92,2.26
2.3,-0.1,1.5
1.41,0.47,1.32
0.01,0.76,1.03
-0.8,1.07,0.13
-0.2,1.62,-0.2
0.89,2.6,-0.2
1.89,2.23,-0.54
2.56,0.77,-0.96
1.7,0.99,-0.13
0.73,0.83,-0.02
-0.9,0.78,-0.65
-0.46,0.72,-1.52
-0.02,0.01,-1.8
-0.45,-0.67,-1.43
-0.53,-0.46,-1.14
-0.03,-0.11,-1.2
0.46,-0.25,-0.16
0.52,0.19,0.3
1.1,0.77,0.59
1.72,0.67,0.8
1.66,0.5,0.58
0.93,0.51,0.47
-0.09,-0.02,-0.46
-0.39,-0.27,-1.44
-0.33,-0.04,-1.69
-0.31,0.16,-1.49
-0.16,0.57,-1.46
0.58,0.43,-0.99
0.86,-0.15,0.53
1.11,-0.53,1.01
0.81,-1.84,-0.05
0.36,-1.48,0.03
0.65,-1.66,0.25
0.72,-3.14,0.85
-0.52,-5.08,0.27
-2.66,-5.22,-1.04
-2.54,-5.15,-2.02
-1.19,-4.93,-2.84
0.1,-3.27,-2.5
0.98,-1.54,-2.15
0.67,-1.27,-2.25
-0.09,-2.32,-2.5
-0.88,-3.13,-2.61
-0.3,-2.97,-3.19
1.05,-1.39,-2.31
1.02,1.47,-0.73
0.74,3.24,0.42
1.28,2.05,4.04
1.02,1.32,6.93
-0.11,1.41,6.18
-0.15,1.36,4.81
0.11,2.27,3.45
0.86,2.49,0.79
1.07,1.42,-0.82
0.31,-0.25,-0.16
-0.29,-1.34,1.9
-0.07,-1.19,2.59
0.17,-0.53,1.74
-0.08,0.76,1.64
-0.07,1.3,1.91
0.71,1.15,2.37
1.48,0.79,2.44
1.89,0.55,2.78
1.6,0.96,2.91
1.35,1.71,2.37
0.59,1.96,1.95
0.06,2.18,1.51
-0.06,2.37,1.45
-0.09,2.4,1.41
0.66,2.11,1.65
-1.44,2.41,-6.24
-1.89,-5.67,-5.47
-0.61,-8.31,-0.38
-0.0,-3.16,-2.43
-1.56,1.8,1.4
-4.45,4.31,2.65
-0.11,-0.39,-2.93
1.13,-4.14,-0.75
-0.58,-5.27,0.84
-1.45,-4.99,1.0
0.38,-2.51,0.92
0.89,-0.28,1.98
0.6,0.35,1.6
0.39,0.16,1.33
0.98,0.11,1.25
1.67,0.08,0.95
2.41,-0.23,1.2
2.72,-0.41,0.99
2.53,0.5,0.37
1.06,1.73,0.23
-0.41,2.5,0.09
-1.01,2.15,-0.7
-1.42,1.94,-0.71
-1.37,1.12,-0.79
-0.82,0.37,-0.97
0.2,-0.6,-1.2
0.36,-0.54,-2.07
0.48,0.07,-1.47
0.8,0.15,-1.16
0.58,-0.35,-0.41
0.75,-0.02,-0.04
1.32,-0.07,0.25
0.96,0.02,0.64
0.27,-0.17,0.32
-0.3,0.06,-0.44
-0.57,0.53,-0.51
-0.36,0.78,-0.16
0.21,0.84,0.11
0.43,0.71,-0.28
0.51,-0.0,-0.77
0.18,-0.59,-1.36
-0.01,-0.72,-1.94
0.6,-0.68,-2.15
1.36,-0.61,-1.5
1.61,-0.99,-0.37
0.94,-1.35,-0.16
-0.32,-1.44,0.21
-0.6,-1.79,1.22
-0.35,-3.75,0.76
-1.03,-4.29,0.11
-2.05,-4.33,-1.41
-2.08,-4.73,-2.21
-0.92,-4.37,-3.45
0.13,-3.35,-4.57
0.23,-2.83,-4.19
-0.02,-2.71,-3.08
0.39,-2.86,-1.94
1.26,-2.0,-1.82
2.58,-1.5,-0.65
2.11,-0.18,1.45
1.44,2.29,2.37
0.63,3.33,2.95
-0.57,2.57,4.35
-1.81,1.79,4.5
-1.67,1.12,3.53
-0.67,0.54,2.06
0.85,0.18,1.1
1.87,0.31,0.92
2.19,-0.28,1.78
1.81,-0.53,2.58
1.11,-0.69,2.47
0.08,-0.38,2.43
-0.7,0.72,2.4
-0.3,1.79,2.29
0.85,1.96,2.06
1.44,1.03,1.57
1.58,0.28,1.81
1.11,0.79,1.61
0.48,1.43,2.36
0.7,1.81,2.06
0.77,1.75,1.68
0.55,1.38,1.38
0.69,0.87,0.61
0.56,0.54,0.16
-1.77,1.75,-6.05
-1.61,-2.39,-6.8
0.82,-2.27,2.54
0.03,-1.1,-1.63
-5.25,-0.56,-0.23
-1.47,-0.46,0.22
4.98,-1.73,-0.13
-1.71,-3.09,1.71
0.24,-4.18,0.25
1.08,-3.91,-1.72
2.11,-2.87,1.11
2.29,-1.18,2.26
1.34,-0.0,1.42
-0.7,0.75,0.81
-2.02,1.23,0.99
-2.37,1.47,1.09
-1.65,0.86,0.94
0.11,0.36,2.04
1.23,0.61,1.46
2.52,0.84,1.65
2.56,0.87,0.28
1.04,1.04,-0.06
-1.17,1.46,-0.36
-1.53,1.08,-1.03
-1.15,0.01,-1.04
-0.92,-0.22,-1.85
-1.15,0.45,-2.12
-0.5,0.6,-0.88
0.34,0.26,0.03
1.47,-0.23,0.53
1.81,-0.23,0.04
1.81,-0.15,-0.64
1.55,0.07,-1.25
1.11,0.07,-1.69
0.17,-0.2,-1.37
-0.73,0.04,-0.95
-0.36,0.48,-1.16
0.4,0.19,-0.61
0.48,-0.06,-0.27
0.24,-0.43,-0.86
0.62,-0.61,-1.13
1.19,-0.82,-0.96
1.28,-1.56,-0.9
-0.45,-2.47,0.42
-0.58,-2.11,1.37
-0.09,-4.65,0.71
0.15,-5.23,0.6
0.28,-4.48,-0.71
0.55,-4.09,-2.54
0.89,-3.22,-3.72
0.94,-2.09,-4.62
-0.55,-2.07,-4.31
-1.65,-3.15,-3.6
-1.05,-3.47,-2.43
0.33,-2.35,-2.4
1.15,-0.06,-1.41
1.04,1.84,0.6
0.77,3.05,1.91
1.16,1.16,2.68
1.08,-0.65,5.64
0.29,-0.72,6.33
-0.08,0.31,4.75
0.18,1.44,3.0
0.8,1.89,1.21
0.61,1.71,1.01
-0.11,1.0,2.58
-0.25,0.45,3.58
0.51,0.04,2.77
0.62,-0.2,2.05
0.0,0.43,1.75
-0.03,0.98,1.51
0.19,1.24,2.33
-0.35,1.51,3.15
0.68,0.86,3.32
1.73,0.64,2.6
1.64,0.86,2.31
1.38,1.48,1.47
0.56,2.15,1.12
-0.01,2.35,0.78
-0.63,2.24,-1.4
-3.99,0.28,-14.86
0.87,-5.35,4.17
-0.41,-0.74,2.4
-2.83,-1.91,-0.49
-1.82,-2.21,-1.51
4.11,-1.44,1.26
-0.18,-1.94,0.47
0.24,-2.63,-0.18
-0.59,-3.04,-0.93
0.66,-2.5,0.21
1.98,-1.49,0.62
1.44,-0.75,0.75
1.13,0.11,1.34
0.59,1.31,1.41
0.06,1.61,1.03
-0.45,0.88,1.07
-0.84,0.29,1.14
-0.69,0.74,0.24
-0.06,1.38,-0.45
0.61,2.19,-0.7
0.64,2.05,-0.62
0.26,1.53,-0.07
-0.55,0.63,0.08
-0.79,0.18,-0.33
-0.41,0.03,-0.68
0.4,0.08,-0.29
1.25,-0.21,0.14
1.68,-0.03,0.32
